Date,Title,Author,Rank,Publisher
2022-05-21,THE SPLENDID AND THE VILE,Erik Larson,15,Crown
2022-05-28,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-05-28,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-05-28,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-05-28,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor
2022-05-28,EDUCATED,Tara Westover,5,Random House
2022-05-28,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-05-28,THE CODE BREAKER,Walter Isaacson,7,Simon & Schuster
2022-05-28,SAPIENS,Yuval Noah Harari,8,Harper Perennial
2022-05-28,GRIT,Angela Duckworth,9,Scribner
2022-05-28,JUST MERCY,Bryan Stevenson,10,One World
2022-05-28,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-05-28,THE SPLENDID AND THE VILE,Erik Larson,12,Crown
2022-05-28,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central
2022-05-28,LILY'S PROMISE,Lily Ebert and Dov Forman,14,HarperOne
2022-05-28,BORN A CRIME,Trevor Noah,15,One World
2022-06-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-06-04,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-06-04,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-06-04,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor
2022-06-04,EDUCATED,Tara Westover,5,Random House
2022-06-04,BORN A CRIME,Trevor Noah,6,One World
2022-06-04,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-06-04,THE CODE BREAKER,Walter Isaacson,8,Simon & Schuster
2022-06-04,SAPIENS,Yuval Noah Harari,9,Harper Perennial
2022-06-04,OUTLIERS,Malcolm Gladwell,10,"Back Bay/Little, Brown"
2022-06-04,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-06-04,QUIET,Susan Cain,12,Broadway
2022-06-04,A WOMAN OF NO IMPORTANCE,Sonia Purnell,13,Penguin
2022-06-04,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,14,Grand Central
2022-06-04,LILY'S PROMISE,Lily Ebert and Dov Forman,15,HarperOne
2022-06-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-06-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-06-11,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-06-11,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor
2022-06-11,EDUCATED,Tara Westover,5,Random House
2022-06-11,BORN A CRIME,Trevor Noah,6,One World
2022-06-11,THE BOMBER MAFIA,Malcolm Gladwell,7,Back Bay
2022-06-11,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-06-11,THE CODE BREAKER,Walter Isaacson,9,Simon & Schuster
2022-06-11,SAPIENS,Yuval Noah Harari,10,Harper Perennial
2022-06-11,JUST MERCY,Bryan Stevenson,11,One World
2022-06-11,A WOMAN OF NO IMPORTANCE,Sonia Purnell,12,Penguin
2022-06-11,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central
2022-06-11,OUTLIERS,Malcolm Gladwell,14,Back Bay
2022-06-11,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux"
2022-06-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-06-18,EDUCATED,Tara Westover,2,Random House
2022-06-18,THE BOMBER MAFIA,Malcolm Gladwell,3,Back Bay
2022-06-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2022-06-18,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-06-18,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-06-18,KITCHEN CONFIDENTIAL,Anthony Bourdain,7,Ecco
2022-06-18,BORN A CRIME,Trevor Noah,8,One World
2022-06-18,UNDER THE BANNER OF HEAVEN,Jon Krakauer,9,Anchor
2022-06-18,SAPIENS,Yuval Noah Harari,10,Harper Perennial
2022-06-18,THE SPLENDID AND THE VILE,Erik Larson,11,Crown
2022-06-18,JUST MERCY,Bryan Stevenson,12,One World
2022-06-18,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central
2022-06-18,THE CODE BREAKER,Walter Isaacson,14,Simon & Schuster
2022-06-18,OUTLIERS,Malcolm Gladwell,15,Back Bay
2022-06-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-06-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-06-25,EDUCATED,Tara Westover,3,Random House
2022-06-25,ALL ABOUT LOVE,bell hooks,4,Morrow
2022-06-25,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay
2022-06-25,BORN A CRIME,Trevor Noah,6,One World
2022-06-25,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-06-25,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco
2022-06-25,UNDER THE BANNER OF HEAVEN,Jon Krakauer,9,Anchor
2022-06-25,OUTLIERS,Malcolm Gladwell,10,Back Bay
2022-06-25,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-06-25,JUST MERCY,Bryan Stevenson,12,One World
2022-06-25,THE CODE BREAKER,Walter Isaacson,13,Simon & Schuster
2022-06-25,A WOMAN OF NO IMPORTANCE,Sonia Purnell,14,Penguin
2022-06-25,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,15,Grand Central
2022-07-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-07-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-07-02,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-07-02,EDUCATED,Tara Westover,4,Random House
2022-07-02,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay
2022-07-02,BORN A CRIME,Trevor Noah,6,One World
2022-07-02,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-07-02,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco
2022-07-02,JUST MERCY,Bryan Stevenson,9,One World
2022-07-02,UNDER THE BANNER OF HEAVEN,Jon Krakauer,10,Anchor
2022-07-02,OUTLIERS,Malcolm Gladwell,11,Back Bay
2022-07-02,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,12,Grand Central
2022-07-02,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2022-07-02,GRIT,Angela Duckworth,14,Scribner
2022-07-02,QUIET,Susan Cain,15,Broadway
2022-07-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-07-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-07-09,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-07-09,EDUCATED,Tara Westover,4,Random House
2022-07-09,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay
2022-07-09,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-07-09,BORN A CRIME,Trevor Noah,7,One World
2022-07-09,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco
2022-07-09,OUTLIERS,Malcolm Gladwell,9,Back Bay
2022-07-09,JUST MERCY,Bryan Stevenson,10,One World
2022-07-09,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-07-09,UNDER THE BANNER OF HEAVEN,Jon Krakauer,12,Anchor
2022-07-09,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2022-07-09,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,14,Grand Central
2022-07-09,GRIT,Angela Duckworth,15,Scribner
2022-07-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-07-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-07-16,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-07-16,EDUCATED,Tara Westover,4,Random House
2022-07-16,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay
2022-07-16,BORN A CRIME,Trevor Noah,6,One World
2022-07-16,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-07-16,HOW TO CHANGE YOUR MIND,Michael Pollan,8,Penguin
2022-07-16,OUTLIERS,Malcolm Gladwell,9,Back Bay
2022-07-16,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2022-07-16,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2022-07-16,KITCHEN CONFIDENTIAL,Anthony Bourdain,12,Ecco
2022-07-16,JUST MERCY,Bryan Stevenson,13,One World
2022-07-16,GRIT,Angela Duckworth,14,Scribner
2022-07-16,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2022-07-23,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-07-23,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-07-23,JUST MERCY,Bryan Stevenson,3,One World
2022-07-23,BORN A CRIME,Trevor Noah,4,One World
2022-07-23,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-07-23,EDUCATED,Tara Westover,6,Random House
2022-07-23,HOW TO CHANGE YOUR MIND,Michael Pollan,7,Penguin
2022-07-23,THE BOMBER MAFIA,Malcolm Gladwell,8,Back Bay
2022-07-23,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay
2022-07-23,THIS IS YOUR MIND ON PLANTS,Michael Pollan,10,Penguin
2022-07-23,OUTLIERS,Malcolm Gladwell,11,Back Bay
2022-07-23,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2022-07-23,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2022-07-23,BETWEEN TWO KINGDOMS,Suleika Jaouad,14,Random House
2022-07-23,FINDING THE MOTHER TREE,Suzanne Simard,15,Vintage
2022-07-30,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-07-30,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-07-30,EDUCATED,Tara Westover,3,Random House
2022-07-30,THIS IS YOUR MIND ON PLANTS,Michael Pollan,4,Penguin
2022-07-30,BORN A CRIME,Trevor Noah,5,One World
2022-07-30,ALL ABOUT LOVE,bell hooks,6,Morrow
2022-07-30,HOW TO CHANGE YOUR MIND,Michael Pollan,7,Penguin
2022-07-30,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-07-30,OUTLIERS,Malcolm Gladwell,9,Back Bay
2022-07-30,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2022-07-30,THE BOMBER MAFIA,Malcolm Gladwell,11,Back Bay
2022-07-30,JUST MERCY,Bryan Stevenson,12,One World
2022-07-30,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2022-07-30,GRIT,Angela Duckworth,14,Scribner
2022-07-30,THE OTHER WES MOORE,Wes Moore,15,One World
2022-08-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-08-06,THIS IS YOUR MIND ON PLANTS,Michael Pollan,2,Penguin
2022-08-06,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-08-06,EDUCATED,Tara Westover,4,Random House
2022-08-06,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-08-06,BORN A CRIME,Trevor Noah,6,One World
2022-08-06,THE DEVIL IN THE WHITE CITY,Erik Larson,7,Vintage
2022-08-06,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-08-06,OUTLIERS,Malcolm Gladwell,9,Back Bay
2022-08-06,THE BOMBER MAFIA,Malcolm Gladwell,10,Back Bay
2022-08-06,JUST MERCY,Bryan Stevenson,11,One World
2022-08-06,GRIT,Angela Duckworth,12,Scribner
2022-08-06,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2022-08-06,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux"
2022-08-06,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2022-08-13,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-08-13,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-08-13,EDUCATED,Tara Westover,3,Random House
2022-08-13,THIS IS YOUR MIND ON PLANTS,Michael Pollan,4,Penguin
2022-08-13,BORN A CRIME,Trevor Noah,5,One World
2022-08-13,THE DEVIL IN THE WHITE CITY,Erik Larson,6,Vintage
2022-08-13,ALL ABOUT LOVE,bell hooks,7,Morrow
2022-08-13,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-08-13,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay
2022-08-13,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2022-08-13,JUST MERCY,Bryan Stevenson,11,One World
2022-08-13,OUTLIERS,Malcolm Gladwell,12,Back Bay
2022-08-13,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2022-08-13,GRIT,Angela Duckworth,14,Scribner
2022-08-13,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2022-08-20,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-08-20,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-08-20,BORN A CRIME,Trevor Noah,3,One World
2022-08-20,EDUCATED,Tara Westover,4,Random House
2022-08-20,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-08-20,THIS IS YOUR MIND ON PLANTS,Michael Pollan,6,Penguin
2022-08-20,JUST MERCY,Bryan Stevenson,7,One World
2022-08-20,THE DEVIL IN THE WHITE CITY,Erik Larson,8,Vintage
2022-08-20,OUTLIERS,Malcolm Gladwell,9,Back Bay
2022-08-20,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2022-08-20,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-08-20,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2022-08-20,THE BOMBER MAFIA,Malcolm Gladwell,13,Back Bay
2022-08-20,GRIT,Angela Duckworth,14,Scribner
2022-08-20,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2022-08-27,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-08-27,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-08-27,JUST MERCY,Bryan Stevenson,3,One World
2022-08-27,BORN A CRIME,Trevor Noah,4,One World
2022-08-27,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-08-27,EDUCATED,Tara Westover,6,Random House
2022-08-27,THIS IS YOUR MIND ON PLANTS,Michael Pollan,7,Penguin
2022-08-27,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-08-27,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay
2022-08-27,OUTLIERS,Malcolm Gladwell,10,Back Bay
2022-08-27,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-08-27,KILLERS OF THE FLOWER MOON,David Grann,12,Vintage
2022-08-27,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2022-08-27,THE DEVIL IN THE WHITE CITY,Erik Larson,14,Vintage
2022-08-27,BEING MORTAL,Atul Gawande,15,Metropolitan
2022-09-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-09-03,EDUCATED,Tara Westover,2,Random House
2022-09-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-09-03,BORN A CRIME,Trevor Noah,4,One World
2022-09-03,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-09-03,JUST MERCY,Bryan Stevenson,6,One World
2022-09-03,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-09-03,THIS IS YOUR MIND ON PLANTS,Michael Pollan,8,Penguin
2022-09-03,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2022-09-03,OUTLIERS,Malcolm Gladwell,10,Back Bay
2022-09-03,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2022-09-03,THE DEVIL IN THE WHITE CITY,Erik Larson,12,Vintage
2022-09-03,THE BOMBER MAFIA,Malcolm Gladwell,13,Back Bay
2022-09-03,FUZZ,Mary Roach,14,Norton
2022-09-03,GRIT,Angela Duckworth,15,Scribner
2022-09-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-09-10,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square
2022-09-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-09-10,EDUCATED,Tara Westover,4,Random House
2022-09-10,ALL ABOUT LOVE,bell hooks,5,Morrow
2022-09-10,BORN A CRIME,Trevor Noah,6,One World
2022-09-10,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay
2022-09-10,JUST MERCY,Bryan Stevenson,8,One World
2022-09-10,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay
2022-09-10,FUZZ,Mary Roach,10,Norton
2022-09-10,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-09-10,THE GLASS CASTLE,Jeannette Walls,12,Scribner
2022-09-10,GRIT,Angela Duckworth,13,Scribner
2022-09-10,WHY WE SLEEP,Matthew Walker,14,Scribner
2022-09-10,THIS IS YOUR MIND ON PLANTS,Michael Pollan,15,Penguin
2022-09-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-09-17,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square
2022-09-17,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-09-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2022-09-17,BORN A CRIME,Trevor Noah,5,One World
2022-09-17,EDUCATED,Tara Westover,6,Random House
2022-09-17,THAT BIRD HAS MY WINGS,Jarvis Jay Masters,7,HarperOne
2022-09-17,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2022-09-17,JUST MERCY,Bryan Stevenson,9,One World
2022-09-17,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2022-09-17,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2022-09-17,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay
2022-09-17,FUZZ,Mary Roach,13,Norton
2022-09-17,GRIT,Angela Duckworth,14,Scribner
2022-09-17,THIS IS YOUR MIND ON PLANTS,Michael Pollan,15,Penguin
2022-09-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-09-24,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square
2022-09-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-09-24,ALL ABOUT LOVE,bell hooks,4,Morrow
2022-09-24,EDUCATED,Tara Westover,5,Random House
2022-09-24,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-09-24,BORN A CRIME,Trevor Noah,7,One World
2022-09-24,FUZZ,Mary Roach,8,Norton
2022-09-24,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2022-09-24,JUST MERCY,Bryan Stevenson,10,One World
2022-09-24,QUIET,Susan Cain,11,Broadway
2022-09-24,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay
2022-09-24,THAT BIRD HAS MY WINGS,Jarvis Jay Masters,13,HarperOne
2022-09-24,GRIT,Angela Duckworth,14,Scribner
2022-09-24,VANDERBILT,Anderson Cooper and Katherine Howe,15,Harper
2022-10-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-10-01,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square
2022-10-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-10-01,ALL ABOUT LOVE,bell hooks,4,Morrow
2022-10-01,BORN A CRIME,Trevor Noah,5,One World
2022-10-01,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-10-01,VANDERBILT,Anderson Cooper and Katherine Howe,7,Harper
2022-10-01,FUZZ,Mary Roach,8,Norton
2022-10-01,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2022-10-01,THE BOMBER MAFIA,Malcolm Gladwell,10,Back Bay
2022-10-01,QUIET,Susan Cain,11,Broadway
2022-10-01,JUST MERCY,Bryan Stevenson,12,One World
2022-10-01,EDUCATED,Tara Westover,13,Random House
2022-10-01,ACID FOR THE CHILDREN,Flea,14,Grand Central
2022-10-01,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2022-10-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-10-08,ALL ABOUT LOVE,bell hooks,2,Morrow
2022-10-08,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,3,Hanover Square
2022-10-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2022-10-08,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay
2022-10-08,GETTING LOST,Annie Ernaux,6,Seven Stories
2022-10-08,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow
2022-10-08,VANDERBILT,Anderson Cooper and Katherine Howe,8,Harper
2022-10-08,FUZZ,Mary Roach,9,Norton
2022-10-08,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2022-10-08,THE BOMBER MAFIA,Malcolm Gladwell,11,Back Bay
2022-10-08,GRIT,Angela Duckworth,12,Scribner
2022-10-08,ACID FOR THE CHILDREN,Flea,13,Grand Central
2022-10-08,BORN A CRIME,Trevor Noah,14,One World
2022-10-08,A CARNIVAL OF SNACKERY,David Sedaris,15,Back Bay
2022-10-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-10-15,ALL ABOUT LOVE,bell hooks,2,Morrow
2022-10-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-10-15,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,4,Hanover Square
2022-10-15,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay
2022-10-15,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,6,Morrow
2022-10-15,JUST MERCY,Bryan Stevenson,7,One World
2022-10-15,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2022-10-15,VANDERBILT,Anderson Cooper and Katherine Howe,9,Harper
2022-10-15,A CARNIVAL OF SNACKERY,David Sedaris,10,Back Bay
2022-10-15,FUZZ,Mary Roach,11,Norton
2022-10-15,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay
2022-10-15,ACID FOR THE CHILDREN,Flea,13,Grand Central
2022-10-15,BORN A CRIME,Trevor Noah,14,One World
2022-10-15,EDUCATED,Tara Westover,15,Random House
2022-10-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-10-22,EJACULATE RESPONSIBLY,Gabrielle Blair,2,Workman
2022-10-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2022-10-22,ALL ABOUT LOVE,bell hooks,4,Morrow
2022-10-22,EMPIRE OF PAIN,Patrick Radden Keefe,5,Anchor
2022-10-22,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2022-10-22,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow
2022-10-22,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2022-10-22,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,9,Hanover Square
2022-10-22,A CARNIVAL OF SNACKERY,David Sedaris,10,Back Bay
2022-10-22,VANDERBILT,Anderson Cooper and Katherine Howe,11,Harper
2022-10-22,GRIT,Angela Duckworth,12,Scribner
2022-10-22,JUST MERCY,Bryan Stevenson,13,One World
2022-10-22,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay
2022-10-22,FUZZ,Mary Roach,15,Norton
2022-10-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-10-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-10-29,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-10-29,EJACULATE RESPONSIBLY,Gabrielle Blair,4,Workman
2022-10-29,FROM SCRATCH,Tembi Locke,5,Simon & Schuster
2022-10-29,HOW Y'ALL DOING?,Leslie Jordan,6,Morrow
2022-10-29,THE PRESIDENT AND THE FREEDOM FIGHTER,Brian Kilmeade,7,Sentinel
2022-10-29,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2022-10-29,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,9,Morrow
2022-10-29,A CARNIVAL OF SNACKERY,David Sedaris,10,Back Bay
2022-10-29,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2022-10-29,VANDERBILT,Anderson Cooper and Katherine Howe,12,Harper
2022-10-29,EMPIRE OF PAIN,Patrick Radden Keefe,13,Anchor
2022-10-29,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay
2022-10-29,FUZZ,Mary Roach,15,Norton
2022-11-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-11-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-11-05,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-11-05,FROM SCRATCH,Tembi Locke,4,Simon & Schuster
2022-11-05,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2022-11-05,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2022-11-05,ALL ABOUT ME!,Mel Brooks,7,Ballantine
2022-11-05,EJACULATE RESPONSIBLY,Gabrielle Blair,8,Workman
2022-11-05,WHITE WOMEN,Regina Jackson and Saira Rao,9,Penguin
2022-11-05,HOW Y'ALL DOING?,Leslie Jordan,10,Morrow
2022-11-05,THE PRESIDENT AND THE FREEDOM FIGHTER,Brian Kilmeade,11,Sentinel
2022-11-05,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2022-11-05,THESE PRECIOUS DAYS,Ann Patchett,13,Harper Perennial
2022-11-05,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,14,Morrow
2022-11-05,A CARNIVAL OF SNACKERY,David Sedaris,15,Back Bay
2022-11-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2022-11-12,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2022-11-12,ALL ABOUT LOVE,bell hooks,3,Morrow
2022-11-12,FROM SCRATCH,Tembi Locke,4,Simon & Schuster
2022-11-12,ALL ABOUT ME!,Mel Brooks,5,Ballantine
2022-11-12,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2022-11-12,GRIT,Angela Duckworth,7,Scribner
